Age,Number of Referrals,Churn,Contract,Dependents,Married,Premium Tech Support,Referred a Friend
73,2,No,One year,No,Yes,Yes,Yes
55,4,No,Month-to-month,No,Yes,No,Yes
39,7,No,Two year,Yes,Yes,Yes,Yes
58,0,No,Two year,No,No,Yes,No
45,2,No,Two year,Yes,Yes,No,Yes
58,0,No,One year,No,No,No,No
37,0,No,One year,No,No,Yes,No
30,0,No,Two year,No,No,Yes,No
34,0,No,Month-to-month,No,No,No,No
50,0,No,One year,No,No,No,No
59,0,No,Month-to-month,No,No,Yes,No
40,5,No,Two year,Yes,Yes,No,Yes
72,7,No,One year,No,Yes,No,Yes
20,0,No,One year,Yes,No,Yes,No
45,0,No,One year,No,No,No,No
55,0,No,Two year,No,No,Yes,No
44,10,No,One year,Yes,Yes,No,Yes
50,9,No,Two year,No,Yes,Yes,Yes
33,6,No,Month-to-month,Yes,Yes,No,Yes
61,0,No,One year,Yes,No,Yes,No
24,0,No,One year,No,No,No,No
53,0,No,Two year,Yes,Yes,No,No
46,0,No,Month-to-month,No,No,No,No
22,0,No,One year,No,No,Yes,No
24,0,No,Month-to-month,Yes,No,No,No
20,0,No,Month-to-month,No,No,No,No
26,0,No,One year,No,No,Yes,No
62,9,No,One year,Yes,Yes,No,Yes
45,0,No,Two year,Yes,No,No,No
60,6,No,Two year,Yes,Yes,No,Yes
72,10,No,One year,No,Yes,No,Yes
63,1,No,One year,Yes,Yes,Yes,Yes
43,1,No,Month-to-month,Yes,Yes,No,Yes
32,0,No,Two year,No,No,Yes,No
54,4,No,Two year,Yes,Yes,No,Yes
68,0,No,Month-to-month,No,No,No,No
32,7,No,Two year,No,Yes,Yes,Yes
22,0,No,One year,No,No,Yes,No
35,0,No,Month-to-month,No,No,No,No
32,0,No,Month-to-month,No,No,No,No
48,3,No,Two year,No,Yes,No,Yes
29,0,No,One year,No,No,No,No
75,0,No,One year,No,No,No,No
45,0,No,Month-to-month,No,No,No,No
56,1,No,Two year,Yes,Yes,No,Yes
19,8,No,Two year,Yes,Yes,No,Yes
19,0,No,Month-to-month,Yes,No,No,No
76,4,No,Month-to-month,No,Yes,No,Yes
56,4,No,One year,Yes,Yes,Yes,Yes
41,0,No,One year,No,No,Yes,No
39,10,No,Month-to-month,Yes,Yes,Yes,Yes
38,0,No,Two year,No,No,No,No
50,0,No,One year,No,No,Yes,No
64,0,No,Two year,No,No,Yes,No
20,0,No,Two year,No,No,Yes,No
33,2,No,Month-to-month,No,Yes,No,Yes
27,7,No,One year,Yes,Yes,Yes,Yes
41,3,No,Two year,Yes,Yes,No,Yes
28,0,No,Two year,Yes,No,Yes,No
52,0,No,Month-to-month,No,No,Yes,No
59,4,No,Month-to-month,Yes,Yes,No,Yes
34,6,No,One year,Yes,Yes,No,Yes
25,0,No,Month-to-month,No,No,No,No
61,0,No,Month-to-month,No,No,Yes,No
61,2,No,Month-to-month,No,Yes,No,Yes
38,0,No,One year,No,No,No,No
68,0,No,Month-to-month,No,No,No,No
54,9,No,Month-to-month,No,Yes,No,Yes
49,0,No,Month-to-month,No,No,No,No
62,5,No,Two year,Yes,Yes,No,Yes
23,0,No,Month-to-month,Yes,No,No,No
52,9,No,Month-to-month,No,Yes,No,Yes
34,9,No,Month-to-month,No,Yes,Yes,Yes
19,0,No,One year,No,Yes,Yes,No
43,0,No,Two year,No,No,Yes,No
37,0,No,One year,No,No,No,No
35,3,No,Two year,Yes,Yes,Yes,Yes
43,9,No,Month-to-month,Yes,Yes,Yes,Yes
42,0,No,Month-to-month,No,No,Yes,No
50,0,No,Month-to-month,No,No,No,No
28,0,No,Month-to-month,No,No,No,No
54,0,No,Two year,Yes,No,No,No
57,9,No,Two year,No,Yes,Yes,Yes
23,0,No,Two year,No,No,Yes,No
65,0,No,Two year,No,No,Yes,No
19,0,No,Two year,No,No,No,No
62,8,No,Two year,Yes,Yes,No,Yes
46,2,No,Month-to-month,Yes,Yes,No,Yes
64,9,No,Two year,Yes,Yes,No,Yes
58,0,No,Two year,No,No,No,No
76,9,No,Month-to-month,No,Yes,No,Yes
42,0,No,Month-to-month,Yes,No,No,No
59,4,No,One year,Yes,Yes,Yes,Yes
36,0,No,Two year,Yes,No,Yes,No
23,4,No,One year,No,Yes,No,Yes
25,4,No,Two year,Yes,Yes,Yes,Yes
20,7,No,Month-to-month,No,Yes,Yes,Yes
52,4,No,Two year,Yes,Yes,No,Yes
37,7,No,One year,Yes,Yes,Yes,Yes
56,2,No,One year,Yes,Yes,No,Yes
39,2,No,Month-to-month,Yes,Yes,No,Yes
34,0,No,Month-to-month,No,No,No,No
60,0,No,One year,No,No,Yes,No
74,0,No,Month-to-month,No,Yes,No,No
79,0,No,One year,No,No,Yes,No
50,0,No,Month-to-month,No,No,No,No
40,0,No,Two year,No,No,No,No
61,9,No,Two year,Yes,Yes,No,Yes
26,7,No,Two year,Yes,Yes,Yes,Yes
54,0,No,Two year,No,No,Yes,No
74,0,No,One year,No,No,No,No
56,0,No,Month-to-month,No,No,No,No
28,0,No,One year,No,No,No,No
39,10,No,One year,Yes,Yes,No,Yes
71,0,No,One year,No,No,Yes,No
70,9,No,Month-to-month,No,Yes,No,Yes
51,1,No,Two year,Yes,Yes,Yes,Yes
43,9,No,Two year,Yes,Yes,No,Yes
55,7,No,One year,No,Yes,No,Yes
44,0,No,Two year,No,No,Yes,No
47,1,No,One year,No,Yes,Yes,Yes
77,7,No,Month-to-month,No,Yes,No,Yes
64,4,No,One year,No,Yes,Yes,Yes
23,0,No,Two year,No,No,Yes,No
42,0,No,One year,No,No,No,No
42,8,No,Two year,Yes,Yes,No,Yes
48,9,No,One year,Yes,Yes,No,Yes
62,0,No,One year,No,No,Yes,No
46,0,No,Two year,No,No,No,No
39,6,No,One year,Yes,Yes,Yes,Yes
40,10,No,Month-to-month,Yes,Yes,No,Yes
35,0,No,Two year,No,No,No,No
27,4,No,Month-to-month,No,Yes,No,Yes
52,10,No,Two year,Yes,Yes,No,Yes
35,1,No,Two year,Yes,Yes,Yes,Yes
60,0,No,Two year,No,No,Yes,No
20,1,No,Two year,Yes,Yes,No,Yes
33,1,No,Month-to-month,Yes,Yes,Yes,Yes
33,0,No,Month-to-month,No,No,No,No
25,1,No,Month-to-month,Yes,Yes,Yes,Yes
44,1,No,One year,Yes,Yes,No,Yes
56,0,No,Month-to-month,No,No,No,No
43,0,No,Month-to-month,No,No,No,No
71,1,No,One year,Yes,Yes,Yes,Yes
62,0,No,One year,No,No,Yes,No
35,0,No,Month-to-month,No,No,No,No
36,1,No,Two year,Yes,Yes,No,Yes
77,0,No,One year,Yes,Yes,Yes,No
20,0,No,Month-to-month,No,No,No,No
32,0,No,Month-to-month,No,No,No,No
21,1,No,Month-to-month,No,Yes,No,Yes
45,0,No,Two year,Yes,No,No,No
20,1,No,One year,Yes,Yes,No,Yes
48,1,No,Month-to-month,Yes,Yes,No,Yes
71,1,No,Month-to-month,No,Yes,No,Yes
44,1,No,Month-to-month,No,Yes,No,Yes
30,1,No,One year,No,Yes,Yes,Yes
69,0,No,Month-to-month,No,No,No,No
45,1,No,Two year,Yes,Yes,No,Yes
63,0,No,Month-to-month,No,No,No,No
22,0,No,Month-to-month,No,No,No,No
57,1,No,One year,No,Yes,No,Yes
47,0,No,Two year,No,No,No,No
48,1,No,One year,Yes,Yes,No,Yes
56,1,No,One year,Yes,Yes,No,Yes
35,1,No,One year,Yes,Yes,No,Yes
61,0,No,Two year,No,No,No,No
49,0,No,Month-to-month,Yes,No,Yes,No
35,1,No,One year,Yes,Yes,Yes,Yes
67,1,No,Two year,No,Yes,No,Yes
34,1,No,Two year,No,Yes,Yes,Yes
40,0,No,Month-to-month,Yes,No,Yes,No
47,1,No,Month-to-month,Yes,Yes,No,Yes
60,1,No,Month-to-month,Yes,Yes,No,Yes
42,0,No,One year,No,No,Yes,No
40,0,No,Month-to-month,No,Yes,No,No
55,1,No,Two year,No,Yes,Yes,Yes
29,0,No,One year,No,No,No,No
32,4,No,Two year,No,Yes,No,Yes
29,5,No,One year,No,Yes,Yes,Yes
24,0,No,Month-to-month,Yes,No,No,No
33,0,No,Month-to-month,No,No,No,No
22,0,No,Month-to-month,No,No,No,No
34,0,No,Two year,No,No,Yes,No
23,2,No,One year,No,Yes,No,Yes
36,10,No,Month-to-month,Yes,Yes,Yes,Yes
19,1,No,One year,Yes,Yes,Yes,Yes
45,1,No,Two year,Yes,Yes,No,Yes
32,10,No,Two year,Yes,Yes,Yes,Yes
37,6,No,Two year,Yes,Yes,No,Yes
23,0,No,Month-to-month,No,No,Yes,No
22,6,No,Month-to-month,Yes,Yes,Yes,Yes
33,8,No,Two year,No,Yes,Yes,Yes
23,3,No,Month-to-month,Yes,Yes,No,Yes
62,4,No,One year,Yes,Yes,No,Yes
33,2,No,Two year,Yes,Yes,No,Yes
34,9,No,Month-to-month,No,Yes,Yes,Yes
60,0,No,One year,No,No,Yes,No
57,1,No,Two year,Yes,Yes,No,Yes
38,2,No,Two year,Yes,Yes,No,Yes
76,2,No,One year,No,Yes,Yes,Yes
33,0,No,Month-to-month,No,No,Yes,No
77,0,No,One year,No,No,No,No
67,8,No,Month-to-month,No,Yes,Yes,Yes
72,0,No,One year,No,No,Yes,No
45,0,No,Month-to-month,No,No,No,No
35,7,No,Month-to-month,No,Yes,Yes,Yes
55,0,No,One year,No,No,No,No
29,0,No,Two year,Yes,No,No,No
22,5,No,One year,Yes,Yes,No,Yes
60,0,No,Month-to-month,No,No,No,No
79,9,No,Two year,No,Yes,No,Yes
20,6,No,Month-to-month,Yes,Yes,Yes,Yes
20,5,No,One year,No,Yes,No,Yes
46,8,No,Two year,Yes,Yes,Yes,Yes
32,0,No,One year,No,No,No,No
38,0,No,One year,Yes,Yes,No,No
44,0,No,Month-to-month,No,No,No,No
62,3,No,Month-to-month,No,Yes,Yes,Yes
50,0,No,One year,Yes,No,No,No
54,0,No,Month-to-month,No,No,No,No
26,0,No,Month-to-month,No,No,No,No
40,6,No,Month-to-month,No,Yes,No,Yes
21,5,No,Two year,Yes,Yes,Yes,Yes
53,0,No,Month-to-month,No,No,No,No
27,8,No,Two year,Yes,Yes,No,Yes
19,10,No,Two year,Yes,Yes,No,Yes
53,0,No,Month-to-month,No,No,No,No
31,0,No,One year,No,No,No,No
38,1,No,Two year,No,Yes,Yes,Yes
52,10,No,One year,Yes,Yes,Yes,Yes
66,0,No,Month-to-month,No,No,No,No
33,0,No,Month-to-month,No,No,Yes,No
39,0,No,Month-to-month,No,No,No,No
50,4,No,Two year,No,Yes,Yes,Yes
23,0,No,One year,Yes,No,Yes,No
55,0,No,Two year,No,No,Yes,No
23,10,No,One year,Yes,Yes,No,Yes
68,0,No,One year,No,No,Yes,No
57,0,No,Two year,No,No,No,No
50,0,No,One year,No,No,No,No
37,10,No,Two year,Yes,Yes,No,Yes
51,5,No,One year,Yes,Yes,No,Yes
21,5,No,Two year,Yes,Yes,No,Yes
78,0,No,Month-to-month,No,No,No,No
61,0,No,Two year,Yes,Yes,No,No
41,8,No,Two year,No,Yes,No,Yes
47,0,No,One year,No,No,Yes,No
27,0,No,Month-to-month,No,No,No,No
34,2,No,Two year,No,Yes,Yes,Yes
25,0,No,One year,No,No,Yes,No
61,0,No,Two year,No,No,Yes,No
76,5,No,Two year,No,Yes,Yes,Yes
51,4,No,Month-to-month,Yes,Yes,No,Yes
48,3,No,Month-to-month,No,Yes,Yes,Yes
33,2,No,Month-to-month,Yes,Yes,No,Yes
56,0,No,Month-to-month,No,No,No,No
26,5,No,One year,Yes,Yes,Yes,Yes
42,0,No,Month-to-month,No,No,No,No
53,8,No,Two year,Yes,Yes,No,Yes
34,0,No,Month-to-month,Yes,No,No,No
30,0,No,One year,No,No,No,No
19,0,No,Month-to-month,No,No,No,No
63,0,No,Month-to-month,No,No,No,No
46,9,No,Two year,Yes,Yes,No,Yes
48,3,No,Two year,Yes,Yes,Yes,Yes
29,6,No,One year,No,Yes,No,Yes
20,0,No,One year,No,No,No,No
72,5,No,Two year,No,Yes,No,Yes
68,0,No,Month-to-month,No,No,No,No
49,7,No,Month-to-month,No,Yes,No,Yes
56,9,No,One year,No,Yes,No,Yes
42,5,No,One year,Yes,Yes,No,Yes
36,7,No,One year,No,Yes,No,Yes
37,0,No,Two year,No,No,No,No
38,2,No,One year,Yes,Yes,Yes,Yes
42,2,No,One year,Yes,Yes,Yes,Yes
28,0,No,Month-to-month,No,No,Yes,No
80,3,No,Month-to-month,No,Yes,No,Yes
46,1,No,One year,No,Yes,No,Yes
60,0,No,Month-to-month,No,No,No,No
38,3,No,One year,Yes,Yes,No,Yes
21,10,No,Two year,Yes,Yes,No,Yes
31,10,No,Month-to-month,Yes,Yes,No,Yes
54,8,No,Month-to-month,Yes,Yes,No,Yes
64,0,No,Month-to-month,No,No,No,No
48,0,No,Month-to-month,No,No,Yes,No
33,0,No,Two year,No,No,No,No
35,0,No,Month-to-month,No,No,No,No
64,0,No,Two year,No,No,No,No
39,0,No,Two year,Yes,Yes,No,No
48,5,No,One year,No,Yes,No,Yes
42,5,No,Two year,No,Yes,Yes,Yes
49,9,No,Two year,Yes,Yes,Yes,Yes
57,0,No,One year,No,No,Yes,No
41,0,No,Month-to-month,No,No,No,No
52,0,No,One year,No,No,No,No
44,5,No,Month-to-month,Yes,Yes,No,Yes
76,5,No,Month-to-month,No,Yes,Yes,Yes
22,0,No,Month-to-month,No,No,Yes,No
78,0,No,Month-to-month,No,No,No,No
25,6,No,Two year,Yes,Yes,Yes,Yes
32,10,No,Two year,No,Yes,Yes,Yes
42,0,No,Two year,No,No,No,No
74,0,No,Month-to-month,No,No,No,No
54,0,No,Month-to-month,No,No,No,No
55,0,No,One year,No,No,Yes,No
19,10,No,Month-to-month,Yes,Yes,No,Yes
33,0,No,Month-to-month,No,No,No,No
62,0,No,Two year,Yes,No,No,No
61,1,No,Two year,No,Yes,Yes,Yes
47,9,No,Two year,No,Yes,Yes,Yes
63,0,No,One year,No,No,Yes,No
54,0,No,One year,Yes,No,Yes,No
42,6,No,Month-to-month,No,Yes,No,Yes
53,6,No,Two year,No,Yes,Yes,Yes
48,3,No,Two year,Yes,Yes,No,Yes
20,3,No,One year,Yes,Yes,Yes,Yes
23,8,No,Two year,No,Yes,Yes,Yes
19,0,No,One year,No,No,Yes,No
47,0,No,Month-to-month,No,No,Yes,No
20,0,No,Month-to-month,No,No,No,No
32,0,No,Two year,Yes,Yes,Yes,No
63,9,No,Two year,Yes,Yes,Yes,Yes
40,0,No,Month-to-month,No,No,No,No
59,0,No,One year,No,No,No,No
30,0,No,One year,No,No,Yes,No
44,0,No,Two year,No,No,No,No
22,10,No,Two year,No,Yes,No,Yes
39,8,No,One year,Yes,Yes,No,Yes
45,1,No,Month-to-month,Yes,Yes,Yes,Yes
63,1,No,One year,Yes,Yes,No,Yes
29,3,No,Month-to-month,Yes,Yes,Yes,Yes
55,0,No,Month-to-month,No,No,No,No
70,9,No,Two year,No,Yes,No,Yes
44,7,No,One year,No,Yes,Yes,Yes
19,6,No,One year,Yes,Yes,Yes,Yes
52,7,No,Month-to-month,Yes,Yes,No,Yes
64,6,No,Month-to-month,Yes,Yes,No,Yes
66,0,No,Month-to-month,No,No,No,No
29,0,No,Month-to-month,No,No,Yes,No
60,0,No,Month-to-month,No,No,No,No
62,1,No,Two year,No,Yes,No,Yes
63,4,No,Two year,Yes,Yes,Yes,Yes
47,9,No,Two year,Yes,Yes,Yes,Yes
67,8,No,One year,No,Yes,No,Yes
61,0,No,Two year,No,No,No,No
57,1,No,Month-to-month,No,Yes,No,Yes
68,5,No,Month-to-month,No,Yes,No,Yes
63,10,No,Two year,No,Yes,Yes,Yes
45,4,No,Two year,Yes,Yes,Yes,Yes
48,1,No,One year,Yes,Yes,No,Yes
51,0,No,Two year,No,No,No,No
21,0,No,Month-to-month,No,No,Yes,No
59,0,No,Month-to-month,No,No,No,No
24,5,No,Two year,Yes,Yes,Yes,Yes
48,6,No,Two year,Yes,Yes,No,Yes
64,8,No,Two year,No,Yes,Yes,Yes
50,0,No,Month-to-month,No,No,No,No
51,0,No,Month-to-month,No,No,No,No
61,5,No,Two year,Yes,Yes,No,Yes
35,0,No,Month-to-month,No,No,No,No
56,0,No,One year,No,No,No,No
58,4,No,One year,No,Yes,No,Yes
40,0,No,One year,No,Yes,Yes,No
47,0,No,One year,No,No,No,No
31,0,No,Two year,No,No,No,No
58,0,No,Two year,No,No,Yes,No
25,7,No,One year,Yes,Yes,No,Yes
56,0,No,Two year,Yes,No,Yes,No
53,0,No,Month-to-month,No,No,No,No
65,8,No,Month-to-month,No,Yes,No,Yes
43,0,No,Month-to-month,No,No,No,No
76,7,No,One year,No,Yes,No,Yes
36,0,No,Month-to-month,No,No,No,No
74,1,No,One year,Yes,Yes,Yes,Yes
55,5,No,Two year,Yes,Yes,No,Yes
38,6,No,One year,Yes,Yes,No,Yes
31,6,No,Month-to-month,No,Yes,Yes,Yes
58,9,No,Two year,Yes,Yes,Yes,Yes
63,0,No,Two year,No,No,No,No
35,9,No,Month-to-month,Yes,Yes,No,Yes
31,10,No,Month-to-month,Yes,Yes,No,Yes
28,0,No,Month-to-month,No,No,No,No
72,0,No,Two year,No,No,No,No
69,9,No,Two year,No,Yes,Yes,Yes
22,5,No,Month-to-month,No,Yes,Yes,Yes
56,0,No,Two year,Yes,No,No,No
57,0,No,Month-to-month,Yes,No,Yes,No
25,0,No,Month-to-month,Yes,Yes,No,No
64,0,No,Month-to-month,No,No,No,No
59,0,No,Two year,Yes,No,Yes,No
62,0,No,Month-to-month,No,No,No,No
24,8,No,Month-to-month,Yes,Yes,Yes,Yes
55,0,No,Month-to-month,Yes,No,No,No
53,0,No,Two year,No,No,No,No
56,4,No,Two year,Yes,Yes,No,Yes
57,0,No,Two year,No,No,No,No
51,5,No,Month-to-month,Yes,Yes,No,Yes
26,0,No,Month-to-month,No,No,No,No
40,0,No,Month-to-month,No,No,No,No
63,0,No,Two year,No,No,No,No
24,1,No,One year,Yes,Yes,Yes,Yes
50,0,No,Month-to-month,No,No,No,No
59,11,No,One year,Yes,Yes,Yes,Yes
33,1,No,Month-to-month,Yes,Yes,No,Yes
72,1,No,One year,No,Yes,Yes,Yes
39,1,No,Two year,No,Yes,No,Yes
54,1,No,Two year,Yes,Yes,No,Yes
38,0,No,Two year,No,No,No,No
80,0,No,Month-to-month,No,No,Yes,No
77,1,No,Month-to-month,No,Yes,No,Yes
62,1,No,Two year,Yes,Yes,Yes,Yes
36,1,No,Two year,No,Yes,No,Yes
36,0,No,Two year,No,No,Yes,No
45,1,No,Month-to-month,No,Yes,Yes,Yes
24,0,No,Month-to-month,No,No,No,No
20,0,No,Month-to-month,No,No,No,No
49,0,No,Month-to-month,No,No,No,No
59,1,No,Month-to-month,Yes,Yes,Yes,Yes
26,1,No,Two year,Yes,Yes,No,Yes
54,1,No,Two year,Yes,Yes,No,Yes
64,0,No,Two year,No,No,No,No
48,1,No,Two year,Yes,Yes,No,Yes
65,0,No,Month-to-month,No,No,Yes,No
49,0,No,Two year,No,No,No,No
44,1,No,One year,No,Yes,No,Yes
69,0,No,Month-to-month,No,No,No,No
37,0,No,Month-to-month,Yes,No,No,No
27,0,No,Month-to-month,No,No,Yes,No
42,0,No,One year,No,No,No,No
39,0,No,Month-to-month,No,No,Yes,No
71,0,No,Month-to-month,No,No,No,No
33,1,No,Month-to-month,Yes,Yes,No,Yes
61,1,No,Month-to-month,No,Yes,No,Yes
19,1,No,Month-to-month,Yes,Yes,Yes,Yes
37,0,No,Two year,Yes,No,Yes,No
32,1,No,Two year,Yes,Yes,Yes,Yes
41,1,No,Month-to-month,Yes,Yes,Yes,Yes
46,0,No,Month-to-month,No,No,No,No
55,0,No,One year,No,No,Yes,No
56,1,No,Two year,Yes,Yes,No,Yes
38,1,No,Month-to-month,Yes,Yes,No,Yes
55,0,No,Two year,No,No,Yes,No
35,1,No,One year,No,Yes,Yes,Yes
23,1,No,Two year,No,Yes,Yes,Yes
32,0,No,Two year,No,No,No,No
39,0,No,Month-to-month,No,No,No,No
60,0,No,Month-to-month,No,Yes,No,No
20,7,No,One year,No,Yes,No,Yes
50,4,No,Two year,Yes,Yes,Yes,Yes
51,4,No,Month-to-month,No,Yes,Yes,Yes
41,8,No,Two year,No,Yes,No,Yes
37,5,No,One year,No,Yes,Yes,Yes
40,7,No,Month-to-month,No,Yes,Yes,Yes
64,1,No,Two year,Yes,Yes,No,Yes
57,3,No,Month-to-month,Yes,Yes,No,Yes
68,0,No,One year,No,No,Yes,No
47,0,No,Month-to-month,Yes,No,No,No
38,5,No,Two year,Yes,Yes,No,Yes
57,5,No,Month-to-month,Yes,Yes,No,Yes
24,0,No,Month-to-month,No,No,Yes,No
37,0,No,One year,No,No,No,No
40,2,No,Month-to-month,No,Yes,No,Yes
53,2,No,One year,Yes,Yes,No,Yes
41,0,No,Two year,Yes,Yes,Yes,No
49,0,No,Month-to-month,No,No,Yes,No
36,10,No,One year,Yes,Yes,No,Yes
69,0,No,One year,No,No,No,No
37,0,No,One year,No,No,No,No
75,1,No,One year,No,Yes,Yes,Yes
50,6,No,One year,No,Yes,Yes,Yes
77,0,No,Month-to-month,No,No,Yes,No
61,0,No,Month-to-month,Yes,No,No,No
36,3,No,Two year,Yes,Yes,No,Yes
21,6,No,Month-to-month,No,Yes,No,Yes
36,0,No,Two year,Yes,No,Yes,No
32,9,No,Two year,Yes,Yes,No,Yes
35,0,No,Month-to-month,No,No,No,No
45,5,No,One year,Yes,Yes,Yes,Yes
57,7,No,Two year,No,Yes,No,Yes
48,0,No,Two year,Yes,No,No,No
24,8,No,Two year,No,Yes,No,Yes
44,0,No,Month-to-month,No,No,No,No
48,0,No,Two year,Yes,No,No,No
36,0,No,Month-to-month,No,No,No,No
41,0,No,Month-to-month,No,No,No,No
41,3,No,One year,No,Yes,No,Yes
36,5,No,One year,No,Yes,No,Yes
42,7,No,Month-to-month,Yes,Yes,Yes,Yes
20,1,No,One year,Yes,Yes,No,Yes
41,0,No,Month-to-month,Yes,No,No,No
54,0,No,One year,No,No,No,No
23,0,No,Month-to-month,No,No,No,No
27,1,No,Two year,No,Yes,Yes,Yes
33,1,No,Two year,Yes,Yes,Yes,Yes
62,0,No,Month-to-month,No,No,Yes,No
46,1,No,Two year,Yes,Yes,Yes,Yes
60,0,No,One year,No,No,Yes,No
28,1,No,Two year,Yes,Yes,Yes,Yes
25,1,No,One year,Yes,Yes,Yes,Yes
66,0,No,Two year,No,No,No,No
49,0,No,Month-to-month,No,No,No,No
26,0,No,Month-to-month,Yes,No,No,No
36,10,No,One year,Yes,Yes,No,Yes
32,0,No,One year,No,No,Yes,No
48,2,No,One year,Yes,Yes,Yes,Yes
54,3,No,Month-to-month,Yes,Yes,No,Yes
19,0,No,Two year,No,No,No,No
53,0,No,Month-to-month,No,No,No,No
50,0,No,Month-to-month,No,No,No,No
79,0,No,Two year,No,No,Yes,No
25,0,No,Month-to-month,No,No,Yes,No
45,7,No,Two year,Yes,Yes,No,Yes
63,0,No,One year,No,No,No,No
66,3,No,Month-to-month,No,Yes,No,Yes
32,8,No,Month-to-month,Yes,Yes,No,Yes
51,1,No,One year,No,Yes,Yes,Yes
77,1,No,Month-to-month,No,Yes,Yes,Yes
40,0,No,One year,Yes,No,No,No
77,1,No,One year,No,Yes,Yes,Yes
34,1,No,One year,No,Yes,No,Yes
23,0,No,Two year,Yes,Yes,No,No
22,1,No,Two year,No,Yes,No,Yes
21,0,No,Month-to-month,No,No,No,No
50,6,No,Two year,Yes,Yes,Yes,Yes
64,0,No,Month-to-month,Yes,No,No,No
36,0,No,Month-to-month,No,No,Yes,No
61,8,No,Two year,Yes,Yes,Yes,Yes
23,0,No,Month-to-month,No,No,Yes,No
20,0,No,Month-to-month,Yes,No,No,No
23,7,No,One year,Yes,Yes,Yes,Yes
72,0,No,One year,No,No,No,No
60,6,No,Month-to-month,Yes,Yes,Yes,Yes
21,7,No,One year,Yes,Yes,No,Yes
24,3,No,Month-to-month,No,Yes,No,Yes
22,1,No,One year,Yes,Yes,No,Yes
59,9,No,One year,Yes,Yes,No,Yes
55,0,No,Two year,Yes,No,Yes,No
26,0,No,Month-to-month,No,Yes,No,No
22,0,No,Month-to-month,No,No,No,No
28,0,No,One year,No,No,No,No
61,8,No,Two year,No,Yes,Yes,Yes
25,0,No,Month-to-month,No,No,Yes,No
47,0,No,Month-to-month,No,No,No,No
60,3,No,One year,No,Yes,No,Yes
78,8,No,Two year,No,Yes,Yes,Yes
46,1,No,Two year,No,Yes,Yes,Yes
54,0,No,Month-to-month,No,No,No,No
35,0,No,Month-to-month,No,No,No,No
80,4,No,Month-to-month,No,Yes,No,Yes
37,0,No,Month-to-month,No,No,No,No
25,0,No,Two year,No,No,No,No
30,0,No,Two year,No,No,No,No
39,2,No,Month-to-month,Yes,Yes,No,Yes
45,0,No,One year,No,No,No,No
77,2,No,Month-to-month,No,Yes,No,Yes
53,2,No,Month-to-month,No,Yes,No,Yes
51,0,No,Month-to-month,No,No,Yes,No
64,0,No,Month-to-month,No,No,Yes,No
23,2,No,Two year,No,Yes,Yes,Yes
75,0,No,Month-to-month,No,No,No,No
57,0,No,Month-to-month,No,No,No,No
67,2,No,One year,No,Yes,No,Yes
63,0,No,Month-to-month,No,No,No,No
57,0,No,Month-to-month,No,No,No,No
62,0,No,One year,No,No,Yes,No
30,0,No,Two year,No,No,No,No
38,1,No,One year,Yes,Yes,Yes,Yes
30,4,No,One year,Yes,Yes,No,Yes
32,1,No,Month-to-month,Yes,Yes,No,Yes
44,0,No,Two year,No,No,Yes,No
78,0,Yes,Month-to-month,No,No,No,No
74,1,Yes,Month-to-month,Yes,Yes,No,Yes
71,0,Yes,Month-to-month,Yes,No,No,No
78,1,Yes,Month-to-month,Yes,Yes,No,Yes
80,1,Yes,Month-to-month,Yes,Yes,No,Yes
72,0,Yes,Month-to-month,Yes,No,No,No
76,1,Yes,Month-to-month,Yes,Yes,No,Yes
66,6,Yes,Month-to-month,No,Yes,No,Yes
70,0,Yes,Month-to-month,Yes,No,No,No
77,0,Yes,Month-to-month,Yes,No,No,No
78,0,Yes,Month-to-month,Yes,No,No,No
65,0,Yes,Month-to-month,No,No,No,No
77,1,Yes,Month-to-month,No,Yes,No,Yes
67,0,Yes,Month-to-month,No,No,No,No
68,0,Yes,Month-to-month,No,No,No,No
68,0,Yes,Month-to-month,No,No,Yes,No
66,0,Yes,Month-to-month,No,No,No,No
69,0,Yes,Month-to-month,No,No,No,No
74,0,Yes,Month-to-month,No,No,No,No
76,2,Yes,Month-to-month,No,Yes,No,Yes
77,1,Yes,Month-to-month,No,Yes,No,Yes
70,0,Yes,One year,No,No,Yes,No
74,0,Yes,Month-to-month,No,No,No,No
77,0,Yes,Month-to-month,No,No,No,No
71,0,Yes,Month-to-month,No,Yes,No,No
79,1,Yes,Month-to-month,No,Yes,No,Yes
66,2,Yes,Month-to-month,No,Yes,No,Yes
77,0,Yes,Month-to-month,No,No,No,No
80,0,Yes,Month-to-month,No,No,No,No
77,0,Yes,Month-to-month,No,No,No,No
77,0,Yes,Month-to-month,No,No,No,No
72,4,Yes,Month-to-month,No,Yes,No,Yes
80,2,Yes,Month-to-month,No,Yes,No,Yes
74,0,Yes,Month-to-month,No,No,No,No
68,0,Yes,Month-to-month,No,No,No,No
78,3,Yes,Month-to-month,No,Yes,No,Yes
75,3,Yes,Month-to-month,No,Yes,No,Yes
77,1,Yes,Month-to-month,No,Yes,Yes,Yes
80,0,Yes,One year,No,Yes,No,No
75,7,Yes,Month-to-month,No,Yes,No,Yes
69,0,Yes,Month-to-month,No,No,No,No
74,0,Yes,Month-to-month,No,No,No,No
76,0,Yes,Month-to-month,No,No,No,No
