Age,Churn,Number of Referrals,Contract,Dependents,Married,Premium Tech Support,Referred a Friend
76,Yes,1,Month-to-Month,No,Yes,Yes,Yes
77,Yes,0,Month-to-Month,No,No,No,No
80,Yes,1,Month-to-Month,No,Yes,No,Yes
68,Yes,0,Month-to-Month,No,No,No,No
79,Yes,0,Month-to-Month,No,No,No,No
65,Yes,0,Month-to-Month,No,No,No,No
68,Yes,0,Month-to-Month,No,No,No,No
72,Yes,0,Month-to-Month,No,No,No,No
66,Yes,0,Month-to-Month,No,No,No,No
68,Yes,0,Month-to-Month,No,No,No,No
69,Yes,1,Month-to-Month,No,Yes,No,Yes
76,Yes,1,Month-to-Month,No,Yes,No,Yes
70,Yes,1,Month-to-Month,No,Yes,No,Yes
71,Yes,0,Month-to-Month,No,No,No,No
75,Yes,0,Month-to-Month,No,No,No,No
67,Yes,0,Month-to-Month,No,No,No,No
65,Yes,1,Month-to-Month,No,Yes,Yes,Yes
80,Yes,0,Month-to-Month,No,No,No,No
71,Yes,1,Month-to-Month,No,Yes,No,Yes
70,Yes,0,Month-to-Month,No,No,No,No
73,Yes,0,Month-to-Month,No,No,No,No
78,Yes,1,One Year,No,Yes,No,Yes
76,Yes,0,Month-to-Month,No,No,No,No
73,Yes,0,Month-to-Month,No,No,No,No
68,Yes,1,Month-to-Month,No,Yes,No,Yes
79,Yes,0,Month-to-Month,No,No,No,No
67,Yes,0,Month-to-Month,No,No,Yes,No
69,Yes,1,Month-to-Month,No,Yes,No,Yes
72,Yes,0,Month-to-Month,No,No,No,No
75,Yes,1,Month-to-Month,No,Yes,No,Yes
67,Yes,1,Month-to-Month,No,Yes,No,Yes
72,Yes,1,Month-to-Month,No,Yes,No,Yes
68,Yes,0,Month-to-Month,No,No,No,No
68,Yes,0,Month-to-Month,No,No,No,No
75,Yes,1,Month-to-Month,No,Yes,No,Yes
74,Yes,1,Month-to-Month,No,Yes,No,Yes
78,Yes,4,Month-to-Month,No,Yes,No,Yes
66,Yes,2,Month-to-Month,No,Yes,No,Yes
73,Yes,0,Month-to-Month,No,No,No,No
79,Yes,1,Month-to-Month,No,Yes,No,Yes
69,Yes,1,Two Year,No,Yes,Yes,Yes
65,Yes,2,Month-to-Month,No,Yes,Yes,Yes
68,Yes,0,One Year,No,No,No,No
79,Yes,0,Month-to-Month,No,No,No,No
80,Yes,0,Month-to-Month,No,No,No,No
77,Yes,3,Month-to-Month,No,Yes,No,Yes
65,Yes,1,Month-to-Month,No,Yes,No,Yes
66,Yes,0,Month-to-Month,No,No,No,No
75,Yes,0,Month-to-Month,No,No,No,No
74,Yes,0,Month-to-Month,No,No,No,No
80,Yes,0,Month-to-Month,No,No,No,No
74,Yes,0,Month-to-Month,No,No,No,No
70,Yes,0,Month-to-Month,No,Yes,No,No
76,Yes,3,Month-to-Month,No,Yes,No,Yes
72,Yes,0,Month-to-Month,No,No,No,No
66,Yes,0,Month-to-Month,No,No,No,No
75,Yes,0,Month-to-Month,No,No,No,No
65,Yes,1,Month-to-Month,No,Yes,No,Yes
79,Yes,0,One Year,No,No,No,No
73,Yes,0,Month-to-Month,No,No,No,No
79,Yes,0,Month-to-Month,No,No,No,No
70,Yes,1,Month-to-Month,No,Yes,Yes,Yes
71,Yes,0,Month-to-Month,No,No,No,No
69,Yes,0,Month-to-Month,No,No,No,No
70,Yes,0,Month-to-Month,No,No,Yes,No
71,Yes,1,Month-to-Month,No,Yes,No,Yes
67,Yes,0,Month-to-Month,No,No,No,No
67,Yes,2,Month-to-Month,No,Yes,No,Yes
69,Yes,0,Month-to-Month,No,No,No,No
75,Yes,0,Month-to-Month,No,No,No,No
67,Yes,0,Month-to-Month,No,No,No,No
66,Yes,0,Month-to-Month,No,Yes,No,No
67,Yes,0,Month-to-Month,No,No,No,No
71,Yes,1,One Year,No,Yes,Yes,Yes
74,Yes,1,Month-to-Month,No,Yes,No,Yes
70,Yes,0,Month-to-Month,No,No,No,No
76,Yes,1,Month-to-Month,No,Yes,Yes,Yes
67,Yes,1,Month-to-Month,No,Yes,No,Yes
80,Yes,0,Month-to-Month,No,No,No,No
67,Yes,1,Month-to-Month,No,Yes,No,Yes
68,Yes,1,Month-to-Month,No,Yes,No,Yes
69,Yes,1,Month-to-Month,No,Yes,No,Yes
80,Yes,0,Month-to-Month,No,No,No,No
73,Yes,1,Month-to-Month,No,Yes,No,Yes
73,Yes,1,Month-to-Month,No,Yes,No,Yes
65,Yes,0,Month-to-Month,No,No,Yes,No
73,Yes,0,Month-to-Month,No,No,No,No
78,Yes,0,Month-to-Month,No,Yes,No,No
68,Yes,0,Month-to-Month,No,No,No,No
65,Yes,1,Month-to-Month,No,Yes,No,Yes
67,Yes,0,Month-to-Month,No,No,No,No
70,Yes,0,Month-to-Month,No,No,No,No
69,Yes,1,Month-to-Month,No,Yes,No,Yes
73,Yes,0,Month-to-Month,No,No,No,No
74,Yes,0,Month-to-Month,No,No,No,No
78,Yes,0,Month-to-Month,No,No,No,No
77,Yes,1,Month-to-Month,No,Yes,No,Yes
70,Yes,0,Month-to-Month,No,No,No,No
78,Yes,0,Month-to-Month,No,Yes,No,No
75,Yes,0,Month-to-Month,No,No,Yes,No
75,Yes,0,Month-to-Month,No,No,Yes,No
76,Yes,0,Month-to-Month,No,No,Yes,No
70,Yes,1,Month-to-Month,No,Yes,No,Yes
67,Yes,1,Month-to-Month,No,Yes,No,Yes
69,Yes,0,Month-to-Month,No,No,No,No
70,Yes,1,Month-to-Month,No,Yes,No,Yes
74,Yes,2,Month-to-Month,No,Yes,No,Yes
77,Yes,0,Month-to-Month,No,No,No,No
66,Yes,1,Month-to-Month,No,Yes,No,Yes
70,Yes,0,Month-to-Month,No,No,No,No
68,Yes,0,Month-to-Month,No,No,No,No
65,Yes,0,Month-to-Month,No,No,No,No
76,Yes,0,Month-to-Month,No,No,No,No
73,Yes,0,One Year,No,No,Yes,No
70,Yes,0,Month-to-Month,No,No,No,No
68,Yes,0,Month-to-Month,No,No,No,No
77,Yes,0,Month-to-Month,No,No,No,No
73,Yes,0,Month-to-Month,No,No,No,No
71,Yes,1,Month-to-Month,No,Yes,No,Yes
69,Yes,1,Month-to-Month,No,Yes,No,Yes
80,Yes,1,Month-to-Month,No,Yes,No,Yes
66,Yes,0,Two Year,No,Yes,No,No
79,Yes,0,Month-to-Month,No,No,No,No
80,Yes,0,Month-to-Month,No,No,No,No
78,Yes,0,Month-to-Month,No,No,No,No
67,Yes,1,Month-to-Month,No,Yes,No,Yes
73,Yes,0,Month-to-Month,No,No,No,No
75,Yes,0,Month-to-Month,No,No,No,No
67,Yes,0,Month-to-Month,No,No,No,No
75,Yes,0,Month-to-Month,No,No,No,No
80,Yes,2,Month-to-Month,No,Yes,No,Yes
72,Yes,0,Month-to-Month,No,Yes,No,No
70,Yes,1,Month-to-Month,No,Yes,No,Yes
73,Yes,1,Month-to-Month,No,Yes,No,Yes
75,Yes,1,Month-to-Month,No,Yes,No,Yes
70,Yes,1,Month-to-Month,No,Yes,No,Yes
77,Yes,0,Month-to-Month,No,No,No,No
80,Yes,1,Month-to-Month,No,Yes,No,Yes
78,Yes,0,Month-to-Month,No,No,No,No
69,Yes,0,Month-to-Month,No,No,No,No
71,Yes,1,Month-to-Month,No,Yes,No,Yes
70,Yes,0,Month-to-Month,No,No,No,No
66,Yes,0,Month-to-Month,No,No,No,No
77,Yes,0,Month-to-Month,No,No,No,No
71,Yes,1,Two Year,No,Yes,Yes,Yes
68,Yes,0,Month-to-Month,No,No,No,No
71,Yes,0,Month-to-Month,No,Yes,No,No
79,Yes,0,Month-to-Month,No,No,No,No
80,Yes,0,Month-to-Month,No,No,Yes,No
65,Yes,0,Month-to-Month,No,No,No,No
70,Yes,0,Month-to-Month,No,No,No,No
68,Yes,8,Month-to-Month,No,Yes,No,Yes
80,Yes,3,One Year,No,Yes,No,Yes
77,Yes,1,Month-to-Month,No,Yes,No,Yes
65,Yes,1,Month-to-Month,No,Yes,No,Yes
66,Yes,1,One Year,No,Yes,Yes,Yes
70,Yes,0,Month-to-Month,No,No,No,No
69,Yes,0,Month-to-Month,No,No,No,No
66,Yes,0,Month-to-Month,No,No,No,No
75,Yes,0,Month-to-Month,No,No,No,No
75,Yes,1,Month-to-Month,No,Yes,No,Yes
67,Yes,0,Month-to-Month,No,No,No,No
75,Yes,0,One Year,No,Yes,No,No
74,Yes,0,Month-to-Month,No,No,No,No
74,Yes,0,Month-to-Month,No,No,No,No
67,Yes,1,Month-to-Month,No,Yes,No,Yes
74,Yes,1,Month-to-Month,No,Yes,No,Yes
69,Yes,1,Month-to-Month,No,Yes,No,Yes
70,Yes,1,Month-to-Month,No,Yes,No,Yes
79,Yes,0,Month-to-Month,No,No,No,No
76,Yes,0,Month-to-Month,No,No,Yes,No
78,Yes,1,Month-to-Month,No,Yes,No,Yes
79,Yes,0,Month-to-Month,No,No,Yes,No
73,Yes,0,Month-to-Month,No,No,No,No
74,Yes,7,One Year,No,Yes,Yes,Yes
73,Yes,0,Month-to-Month,No,No,No,No
71,Yes,6,Month-to-Month,No,Yes,Yes,Yes
68,Yes,1,One Year,No,Yes,Yes,Yes
70,Yes,0,Month-to-Month,No,No,No,No
66,Yes,0,Month-to-Month,No,No,No,No
65,Yes,0,Month-to-Month,No,No,No,No
78,Yes,0,Month-to-Month,No,No,No,No
74,Yes,0,Month-to-Month,No,No,No,No
78,Yes,1,Month-to-Month,No,Yes,No,Yes
79,Yes,0,Month-to-Month,No,No,No,No
76,Yes,0,Month-to-Month,No,No,No,No
67,Yes,0,Month-to-Month,No,No,No,No
80,Yes,0,Month-to-Month,No,No,No,No
77,Yes,0,Month-to-Month,No,No,No,No
73,Yes,0,Month-to-Month,No,No,No,No
74,Yes,1,Month-to-Month,No,Yes,No,Yes
76,Yes,1,Month-to-Month,No,Yes,No,Yes
78,Yes,0,Two Year,No,Yes,Yes,No
78,Yes,1,Month-to-Month,No,Yes,No,Yes
66,Yes,0,Month-to-Month,No,No,No,No
69,Yes,0,Month-to-Month,No,No,No,No
74,Yes,0,Month-to-Month,No,No,No,No
68,Yes,0,Month-to-Month,No,No,No,No
68,Yes,0,Month-to-Month,No,No,No,No
68,Yes,0,Month-to-Month,No,No,No,No
75,Yes,0,Month-to-Month,No,No,No,No
73,Yes,0,Month-to-Month,No,No,No,No
72,Yes,0,Month-to-Month,No,No,No,No
68,Yes,1,Month-to-Month,No,Yes,No,Yes
74,Yes,1,Two Year,No,Yes,No,Yes
71,Yes,1,Month-to-Month,No,Yes,No,Yes
75,Yes,1,Month-to-Month,No,Yes,No,Yes
66,Yes,1,One Year,No,Yes,No,Yes
76,Yes,0,Month-to-Month,No,No,No,No
67,Yes,0,Month-to-Month,No,No,No,No
79,Yes,0,Month-to-Month,No,No,No,No
78,Yes,0,Month-to-Month,No,No,No,No
79,Yes,0,Month-to-Month,No,No,No,No
78,Yes,0,Month-to-Month,No,No,No,No
71,Yes,0,Month-to-Month,No,No,No,No
76,Yes,9,Month-to-Month,No,Yes,Yes,Yes
65,Yes,0,Month-to-Month,No,No,No,No
75,Yes,1,Month-to-Month,No,Yes,No,Yes
75,Yes,0,Month-to-Month,No,No,No,No
69,Yes,0,Month-to-Month,No,No,No,No
68,Yes,1,Month-to-Month,Yes,Yes,No,Yes
66,Yes,0,Month-to-Month,No,No,No,No
65,Yes,0,Month-to-Month,No,No,No,No
77,Yes,1,One Year,No,Yes,No,Yes
66,Yes,1,Month-to-Month,No,Yes,No,Yes
72,Yes,0,Month-to-Month,No,No,No,No
77,Yes,0,Month-to-Month,No,Yes,No,No
66,Yes,1,Month-to-Month,No,Yes,No,Yes
80,Yes,0,Month-to-Month,No,No,No,No
68,Yes,0,Month-to-Month,No,No,No,No
78,Yes,0,Month-to-Month,No,Yes,No,No
74,Yes,0,Month-to-Month,No,No,No,No
74,Yes,1,One Year,No,Yes,Yes,Yes
65,Yes,0,Month-to-Month,No,No,No,No
70,Yes,0,Month-to-Month,No,No,No,No
70,Yes,3,Month-to-Month,No,Yes,No,Yes
75,Yes,0,Month-to-Month,No,No,No,No
70,Yes,0,Month-to-Month,No,No,No,No
71,Yes,1,Month-to-Month,No,Yes,No,Yes
79,Yes,1,Month-to-Month,No,Yes,No,Yes
79,Yes,0,Month-to-Month,No,No,No,No
73,Yes,1,Month-to-Month,No,Yes,No,Yes
74,Yes,1,Month-to-Month,No,Yes,No,Yes
80,Yes,1,One Year,No,Yes,Yes,Yes
69,Yes,1,Month-to-Month,No,Yes,No,Yes
71,Yes,0,Month-to-Month,No,No,No,No
73,Yes,0,Month-to-Month,No,No,No,No
79,Yes,0,Month-to-Month,No,No,No,No
67,Yes,1,Month-to-Month,No,Yes,Yes,Yes
72,Yes,1,Month-to-Month,No,Yes,Yes,Yes
75,Yes,0,Month-to-Month,No,No,No,No
76,Yes,0,Month-to-Month,No,No,Yes,No
69,Yes,0,Month-to-Month,No,No,No,No
76,Yes,0,Month-to-Month,No,No,No,No
68,Yes,0,Month-to-Month,No,No,No,No
77,Yes,1,Month-to-Month,No,Yes,No,Yes
67,Yes,0,Month-to-Month,No,No,No,No
67,Yes,0,Month-to-Month,No,No,No,No
76,Yes,1,Month-to-Month,No,Yes,No,Yes
66,Yes,0,Month-to-Month,No,No,No,No
80,Yes,0,Month-to-Month,No,No,No,No
78,Yes,1,Month-to-Month,No,Yes,No,Yes
69,Yes,1,Month-to-Month,No,Yes,No,Yes
78,Yes,0,Month-to-Month,No,No,No,No
78,Yes,1,Month-to-Month,No,Yes,No,Yes
68,Yes,1,One Year,No,Yes,No,Yes
75,Yes,3,Month-to-Month,No,Yes,Yes,Yes
70,Yes,0,Month-to-Month,No,No,No,No
65,Yes,1,Month-to-Month,No,Yes,No,Yes
71,Yes,0,Month-to-Month,No,No,Yes,No
72,Yes,0,Month-to-Month,No,No,No,No
69,Yes,0,Month-to-Month,No,No,No,No
70,Yes,0,Month-to-Month,No,No,No,No
80,Yes,1,Month-to-Month,No,Yes,No,Yes
73,Yes,1,One Year,No,Yes,Yes,Yes
73,Yes,0,Month-to-Month,No,No,No,No
79,Yes,1,Month-to-Month,No,Yes,No,Yes
79,Yes,1,Month-to-Month,No,Yes,No,Yes
73,Yes,5,Month-to-Month,No,Yes,Yes,Yes
77,Yes,2,Month-to-Month,No,Yes,No,Yes
68,Yes,5,One Year,No,Yes,No,Yes
70,Yes,0,Month-to-Month,No,No,No,No
68,Yes,0,Month-to-Month,No,No,No,No
76,Yes,0,Month-to-Month,No,No,Yes,No
68,Yes,0,Month-to-Month,No,No,No,No
80,Yes,0,Month-to-Month,No,Yes,No,No
79,Yes,0,One Year,No,No,No,No
78,Yes,0,Month-to-Month,No,No,No,No
76,Yes,1,Month-to-Month,No,Yes,No,Yes
65,Yes,0,Month-to-Month,No,No,No,No
80,Yes,1,One Year,No,Yes,Yes,Yes
65,Yes,0,Month-to-Month,No,No,No,No
78,Yes,0,Month-to-Month,No,No,No,No
78,Yes,1,Month-to-Month,No,Yes,No,Yes
68,Yes,0,Month-to-Month,No,No,No,No
73,Yes,1,Month-to-Month,No,Yes,No,Yes
75,Yes,1,Month-to-Month,No,Yes,No,Yes
66,Yes,1,Month-to-Month,No,Yes,No,Yes
73,Yes,0,Month-to-Month,No,No,No,No
73,Yes,0,Month-to-Month,No,No,Yes,No
70,Yes,1,Month-to-Month,No,Yes,No,Yes
74,Yes,1,Month-to-Month,No,Yes,No,Yes
70,Yes,1,Month-to-Month,No,Yes,No,Yes
71,Yes,0,Month-to-Month,No,No,No,No
66,Yes,1,One Year,No,Yes,Yes,Yes
68,Yes,1,Month-to-Month,No,Yes,No,Yes
73,Yes,1,Month-to-Month,No,Yes,No,Yes
77,Yes,1,Month-to-Month,No,Yes,No,Yes
73,Yes,3,Month-to-Month,No,Yes,No,Yes
65,Yes,1,Month-to-Month,No,Yes,No,Yes
65,Yes,0,Month-to-Month,No,No,No,No
78,Yes,0,Month-to-Month,No,No,Yes,No
69,Yes,0,Month-to-Month,No,Yes,No,No
67,Yes,0,Month-to-Month,No,No,No,No
74,Yes,0,Month-to-Month,No,No,No,No
77,Yes,0,Month-to-Month,No,No,No,No
79,Yes,0,Month-to-Month,No,No,No,No
68,Yes,0,Month-to-Month,No,No,No,No
76,Yes,6,Month-to-Month,No,Yes,No,Yes
80,Yes,5,Month-to-Month,Yes,Yes,No,Yes
72,Yes,0,Month-to-Month,No,No,No,No
78,Yes,0,Month-to-Month,No,No,No,No
67,Yes,0,Month-to-Month,No,No,No,No
74,Yes,0,Month-to-Month,No,No,No,No
68,Yes,0,One Year,No,No,Yes,No
66,Yes,5,Month-to-Month,No,Yes,No,Yes
71,Yes,3,Month-to-Month,Yes,Yes,Yes,Yes
65,Yes,2,Month-to-Month,No,Yes,No,Yes
65,Yes,0,Month-to-Month,No,No,No,No
69,Yes,1,Month-to-Month,No,Yes,No,Yes
68,Yes,0,Month-to-Month,No,No,No,No
68,Yes,1,Month-to-Month,No,Yes,No,Yes
76,Yes,1,Month-to-Month,No,Yes,No,Yes
74,Yes,1,Month-to-Month,No,Yes,No,Yes
79,Yes,0,Month-to-Month,No,No,No,No
69,Yes,0,Month-to-Month,No,No,No,No
74,Yes,0,Month-to-Month,No,No,No,No
71,Yes,1,Month-to-Month,No,Yes,No,Yes
69,Yes,0,One Year,No,No,Yes,No
74,Yes,0,Month-to-Month,No,No,No,No
79,Yes,0,Month-to-Month,No,No,No,No
69,Yes,0,Month-to-Month,No,Yes,No,No
80,Yes,0,Month-to-Month,No,No,No,No
65,Yes,0,Month-to-Month,No,No,No,No
78,Yes,1,Month-to-Month,No,Yes,No,Yes
75,Yes,0,Month-to-Month,No,No,No,No
73,Yes,1,Month-to-Month,No,Yes,No,Yes
80,Yes,0,Two Year,No,No,Yes,No
74,Yes,0,Month-to-Month,No,No,No,No
65,Yes,0,Month-to-Month,No,No,No,No
71,Yes,0,Month-to-Month,No,No,No,No
74,Yes,3,Month-to-Month,No,Yes,No,Yes
76,Yes,1,Month-to-Month,No,Yes,No,Yes
73,Yes,0,Month-to-Month,No,No,No,No
71,Yes,1,Month-to-Month,No,Yes,No,Yes
72,Yes,0,Month-to-Month,No,No,No,No
76,Yes,1,Month-to-Month,No,Yes,No,Yes
69,Yes,0,Month-to-Month,No,No,No,No
80,Yes,0,Month-to-Month,No,No,No,No
78,Yes,0,Month-to-Month,No,No,No,No
71,Yes,1,Month-to-Month,No,Yes,No,Yes
73,Yes,1,Month-to-Month,No,Yes,No,Yes
79,Yes,0,Month-to-Month,No,No,No,No
72,Yes,1,Month-to-Month,No,Yes,No,Yes
69,Yes,0,Month-to-Month,No,No,No,No
79,Yes,0,Month-to-Month,No,No,No,No
68,Yes,1,Month-to-Month,No,Yes,Yes,Yes
77,Yes,0,One Year,No,No,Yes,No
68,Yes,0,Month-to-Month,No,No,No,No
79,Yes,1,Month-to-Month,No,Yes,No,Yes
68,Yes,0,Month-to-Month,No,No,No,No
73,Yes,1,Month-to-Month,No,Yes,No,Yes
79,Yes,0,Month-to-Month,No,No,No,No
75,Yes,0,Month-to-Month,No,Yes,No,No
69,No,3,Two Year,No,Yes,Yes,Yes
79,No,10,One Year,No,Yes,No,Yes
71,No,0,One Year,No,No,No,No
65,No,0,One Year,No,No,No,No
65,No,9,One Year,No,Yes,Yes,Yes
72,No,9,One Year,No,Yes,Yes,Yes
77,No,3,One Year,No,Yes,Yes,Yes
71,No,9,Two Year,No,Yes,Yes,Yes
73,No,0,One Year,No,No,No,No
80,No,0,One Year,No,No,No,No
79,No,0,One Year,No,No,Yes,No
65,No,0,One Year,No,Yes,No,No
73,No,0,One Year,No,No,No,No
71,No,1,Two Year,No,Yes,Yes,Yes
66,No,7,Two Year,No,Yes,No,Yes
66,No,1,One Year,No,Yes,No,Yes
77,No,2,One Year,No,Yes,No,Yes
68,No,0,One Year,No,No,No,No
66,No,0,One Year,No,No,No,No
69,No,5,One Year,No,Yes,No,Yes
79,No,1,One Year,No,Yes,No,Yes
67,No,0,One Year,No,No,Yes,No
68,No,3,One Year,No,Yes,Yes,Yes
79,No,5,One Year,No,Yes,No,Yes
77,No,0,One Year,No,No,No,No
73,No,4,One Year,No,Yes,No,Yes
71,No,9,One Year,Yes,Yes,No,Yes
67,No,0,One Year,No,Yes,No,No
68,No,9,One Year,No,Yes,Yes,Yes
75,No,3,One Year,Yes,Yes,No,Yes
79,No,0,One Year,No,No,No,No
69,No,0,One Year,No,No,Yes,No
72,No,0,One Year,No,No,No,No
69,No,9,One Year,No,Yes,No,Yes
72,No,0,One Year,No,No,No,No
70,No,0,One Year,No,No,No,No
78,No,1,Two Year,No,Yes,Yes,Yes
77,No,5,One Year,No,Yes,Yes,Yes
73,No,0,One Year,No,No,No,No
76,No,10,One Year,No,Yes,No,Yes
78,No,7,One Year,No,Yes,Yes,Yes
74,No,0,One Year,No,No,Yes,No
71,No,9,One Year,Yes,Yes,No,Yes
72,No,10,One Year,No,Yes,No,Yes
75,No,5,One Year,No,Yes,No,Yes
79,No,4,One Year,No,Yes,No,Yes
76,No,0,One Year,No,No,No,No
78,No,0,One Year,No,No,Yes,No
75,No,5,Two Year,No,Yes,Yes,Yes
66,No,2,Two Year,No,Yes,Yes,Yes
71,No,0,One Year,No,No,No,No
77,No,6,One Year,Yes,Yes,Yes,Yes
74,No,0,One Year,No,No,No,No
73,No,9,One Year,No,Yes,No,Yes
73,No,4,Two Year,No,Yes,No,Yes
78,No,1,One Year,No,Yes,Yes,Yes
79,No,1,One Year,No,Yes,No,Yes
77,No,1,One Year,No,Yes,No,Yes
77,No,1,Two Year,Yes,Yes,Yes,Yes
80,No,0,Two Year,No,No,Yes,No
80,No,0,One Year,Yes,Yes,Yes,No
80,No,9,One Year,No,Yes,No,Yes
74,No,0,Two Year,No,No,Yes,No
76,No,6,One Year,No,Yes,Yes,Yes
68,No,3,One Year,No,Yes,No,Yes
71,No,0,One Year,No,No,No,No
69,No,0,One Year,No,No,Yes,No
73,No,1,One Year,Yes,Yes,No,Yes
74,No,7,One Year,No,Yes,No,Yes
72,No,0,Two Year,No,No,Yes,No
70,No,0,One Year,No,No,No,No
74,No,0,One Year,No,No,No,No
80,No,0,Two Year,No,No,Yes,No
74,No,0,One Year,No,No,Yes,No
65,No,0,One Year,No,No,No,No
72,No,1,One Year,Yes,Yes,No,Yes
76,No,0,One Year,No,No,Yes,No
75,No,7,One Year,No,Yes,No,Yes
70,No,1,One Year,No,Yes,No,Yes
66,No,0,One Year,No,No,No,No
68,No,0,Two Year,No,Yes,Yes,No
69,No,8,Two Year,No,Yes,Yes,Yes
75,No,3,Two Year,No,Yes,Yes,Yes
74,No,0,One Year,No,No,No,No
72,No,4,Two Year,No,Yes,No,Yes
65,No,0,One Year,No,No,No,No
70,No,4,One Year,Yes,Yes,No,Yes
65,No,0,One Year,No,No,No,No
66,No,0,One Year,No,No,No,No
70,No,0,One Year,No,No,No,No
77,No,0,One Year,No,No,No,No
72,No,0,One Year,No,No,No,No
67,No,0,One Year,No,No,No,No
77,No,0,One Year,No,No,No,No
73,No,10,One Year,No,Yes,No,Yes
66,No,9,One Year,Yes,Yes,No,Yes
80,No,10,One Year,No,Yes,No,Yes
76,No,9,One Year,No,Yes,No,Yes
80,No,0,Two Year,No,No,Yes,No
69,No,1,One Year,No,Yes,No,Yes
69,No,2,One Year,No,Yes,No,Yes
73,No,0,One Year,No,No,No,No
67,No,5,One Year,No,Yes,No,Yes
69,No,2,Two Year,No,Yes,Yes,Yes
80,No,5,Two Year,No,Yes,No,Yes
68,No,0,One Year,No,No,Yes,No
71,No,0,Two Year,No,No,No,No
74,No,6,One Year,No,Yes,No,Yes
69,No,0,Two Year,No,No,Yes,No
70,No,0,One Year,No,No,No,No
73,No,1,Two Year,No,Yes,Yes,Yes
73,No,8,One Year,No,Yes,No,Yes
65,No,8,One Year,Yes,Yes,No,Yes
65,No,5,One Year,No,Yes,No,Yes
67,No,1,One Year,No,Yes,No,Yes
72,No,1,Two Year,No,Yes,Yes,Yes
68,No,0,One Year,No,No,No,No
77,No,1,One Year,Yes,Yes,No,Yes
71,No,1,One Year,No,Yes,Yes,Yes
75,No,0,Two Year,No,No,No,No
70,No,1,One Year,No,Yes,No,Yes
77,No,2,One Year,No,Yes,Yes,Yes
76,No,6,One Year,No,Yes,No,Yes
67,No,5,Two Year,No,Yes,Yes,Yes
67,No,0,One Year,No,No,No,No
71,No,0,One Year,Yes,No,No,No
66,No,0,One Year,No,No,No,No
75,No,5,One Year,No,Yes,No,Yes
78,No,2,Two Year,No,Yes,Yes,Yes
74,No,3,Two Year,No,Yes,Yes,Yes
75,No,3,Two Year,No,Yes,No,Yes
71,No,0,One Year,No,No,No,No
66,No,4,One Year,No,Yes,No,Yes
79,No,0,One Year,No,No,No,No
69,No,0,One Year,No,No,No,No
70,No,7,One Year,No,Yes,Yes,Yes
69,No,0,One Year,No,No,No,No
68,No,8,One Year,No,Yes,No,Yes
66,No,5,One Year,No,Yes,No,Yes
67,No,0,Two Year,No,No,No,No
69,No,0,Two Year,No,No,No,No
73,No,2,Two Year,No,Yes,Yes,Yes
74,No,0,Two Year,No,No,No,No
70,No,6,Two Year,No,Yes,No,Yes
73,No,0,One Year,No,Yes,No,No
79,No,9,Two Year,No,Yes,No,Yes
74,No,0,One Year,No,No,No,No
74,No,4,Two Year,Yes,Yes,No,Yes
68,No,2,Two Year,No,Yes,Yes,Yes
75,No,4,Two Year,No,Yes,No,Yes
77,No,0,Two Year,No,No,No,No
75,No,0,Two Year,No,No,Yes,No
78,No,2,One Year,No,Yes,Yes,Yes
73,No,4,One Year,No,Yes,No,Yes
75,No,0,Two Year,No,No,No,No
66,No,0,One Year,No,No,Yes,No
67,No,0,Two Year,No,No,No,No
67,No,4,Two Year,Yes,Yes,Yes,Yes
68,No,8,Two Year,No,Yes,No,Yes
79,No,7,Two Year,No,Yes,No,Yes
71,No,10,Two Year,Yes,Yes,No,Yes
69,No,4,Two Year,No,Yes,No,Yes
70,No,3,One Year,No,Yes,Yes,Yes
72,No,0,Two Year,Yes,No,No,No
71,No,0,Two Year,No,Yes,No,No
68,No,4,Two Year,No,Yes,Yes,Yes
74,No,0,Two Year,No,No,No,No
69,No,0,Two Year,No,No,Yes,No
76,No,0,Two Year,No,No,No,No
79,No,0,Two Year,No,No,No,No
80,No,10,One Year,Yes,Yes,No,Yes
75,No,0,Two Year,No,No,Yes,No
70,No,10,Two Year,No,Yes,Yes,Yes
76,No,0,One Year,No,No,Yes,No
67,No,0,Two Year,No,No,Yes,No
77,No,0,Two Year,No,Yes,No,No
80,No,2,One Year,No,Yes,No,Yes
79,No,0,Two Year,No,No,Yes,No
79,No,2,One Year,No,Yes,No,Yes
66,No,0,Two Year,No,No,No,No
65,No,0,Two Year,No,Yes,No,No
73,No,5,Two Year,No,Yes,Yes,Yes
69,No,0,Two Year,No,No,No,No
78,No,1,Two Year,No,Yes,No,Yes
78,No,0,Two Year,No,No,Yes,No
76,No,2,One Year,No,Yes,No,Yes
71,No,0,One Year,No,No,No,No
72,No,0,Two Year,No,No,No,No
70,No,1,Two Year,No,Yes,Yes,Yes
71,No,7,Two Year,Yes,Yes,No,Yes
74,No,0,Two Year,No,No,No,No
75,No,0,Two Year,No,No,No,No
65,No,0,Two Year,No,No,No,No
80,No,0,One Year,No,No,Yes,No
76,No,7,Two Year,No,Yes,No,Yes
73,No,0,Two Year,No,No,No,No
67,No,0,Two Year,No,No,Yes,No
66,No,0,Two Year,No,No,No,No
65,No,1,One Year,No,Yes,No,Yes
76,No,0,Two Year,No,No,No,No
79,No,1,Two Year,No,Yes,No,Yes
76,No,7,Two Year,No,Yes,No,Yes
77,No,7,Two Year,No,Yes,No,Yes
71,No,0,One Year,No,Yes,Yes,No
